"jahr","straftat","anzahl"
"2015","Veruntreuung (Art. 138)",24
"2015","Unrechtmässige Aneignung (Art. 137)",21
"2015","Fälschung von Ausweisen (Art. 252)",20
"2015","Nötigung (Art. 181)",23
"2015","Misswirtschaft (Art. 165)",0
"2015","Verletzung des Schriftgeheimnisses (Art. 179)",27
"2015","Missbrauch einer Fernmeldeanlage (Art. 179septies)",11
"2015","Sexuelle Belästigungen (Art. 198)",19
"2015","Datenbeschädigung (Art. 144bis)",0
"2015","Erpressung (Art. 156)",7
"2015","Beteiligung Angriff (Art. 134)",4
"2015","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",3
"2015","Sexuelle Handlungen mit Kindern (Art. 187)",6
"2015","Raub (Art. 140)",15
"2015","Hinderung einer Amtshandlung (Art. 286)",21
"2015","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",56
"2015","Ungetreue Geschäftsbesorgung (Art. 158)",6
"2015","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",18
"2015","Sachentziehung (Art. 141)",6
"2015","Verleumdung (Art. 174)",4
"2015","Trickdiebstahl (Art. 139)",35
"2015","Beteiligung Raufhandel (Art. 133)",16
"2015","Üble Nachrede (Art. 173)",5
"2015","Hehlerei (Art. 160)",17
"2015","Erschleichung einer falschen Beurkundung (Art. 253)",0
"2015","Gefährdung des Lebens (Art. 129)",9
"2015","Zechprellerei (Art. 149)",4
"2015","Vergewaltigung (Art. 190)",7
"2015","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",0
"2015","Amtsanmassung (Art. 287)",1
"2015","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",7
"2015","Falsche Anschuldigung (Art. 303)",13
"2015","Arglistige Vermögensschädigung (Art. 151)",0
"2015","Exhibitionismus (Art. 194)",13
"2015","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",3
"2015","Schändung (Art. 191)",3
"2015","Schwere Körperverletzung (Art. 122)",10
"2015","Tötungsdelikte (Art. 111 - 113/116)",2
"2015","Falscher Alarm (Art. 128bis)",0
"2015","Entreissdiebstahl (Art. 139)",3
"2015","Irreführung der Rechtspflege (Art. 304)",10
"2015","Freiheitsberaubung/Entführung (Art. 183)",5
"2015","Brandstiftung (Art. 221)",9
"2015","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",3
"2015","Gläubigerschädigung durch Vermögensminderung (Art. 164)",1
"2015","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2015","Gewaltdarstellungen (Art. 135)",3
"2015","Schreckung der Bevölkerung (Art. 258)",0
"2015","Fahrlässige Gefährdung (Art. 225)",3
"2015","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",1
"2015","Sexuelle Nötigung (Art. 189)",1
"2015","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",3
"2015","Störung des Totenfriedens (Art. 262)",0
"2015","Fahrlässige Tötung (Art. 117)",1
"2015","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",0
"2015","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",15
"2015","In Umlaufsetzen falschen Geldes (Art. 242)",6
"2015","Landfriedensbruch (Art. 260)",0
"2015","Störung des öffentlichen Verkehrs (Art. 237)",5
"2015","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",5
"2015","Störung des Eisenbahnverkehrs (Art. 238)",5
"2015","Urkundenfälschung im Amt (Art. 317)",0
"2015","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",0
"2015","Warenfälschung (Art. 155)",3
"2015","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2015","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",0
"2015","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",1
"2015","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",0
"2015","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",1
"2015","Inzest (Art. 213)",0
"2015","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2015","Geldfälschung (Art. 240)",6
"2015","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",0
"2015","Begünstigung (Art. 305)",8
"2015","Verletzung des Berufsgeheimnisses (Art. 321)",2
"2015","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",0
"2015","Vernachlässigung von Unterhaltspflichten (Art. 217)",1
"2015","Unterlassung der Nothilfe (Art. 128)",2
"2015","Ausnützung der Notlage (Art. 193)",0
"2015","Verweisungsbruch (Art. 291)",0
"2015","Check- + Kreditkartenmissbrauch (Art. 148)",0
"2015","Unterdrückung von Urkunden (Art. 254)",0
"2015","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",1
"2015","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2015","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2015","Aussetzung (Art. 127)",0
"2015","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2015","Wucher (Art. 157)",6
"2015","Missbrauch von Lohnabzügen (Art. 159)",0
"2015","Bevorzugung eines Gläubigers (Art. 167)",0
"2015","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",1
"2015","Erschwerende Umstände (Art. 184)",0
"2015","Geiselnahme (Art. 185)",1
"2015","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2015","Förderung der Prostitution (Art. 195)",0
"2015","Entziehen von Minderjährigen (Art. 220)",1
"2015","Verursachung einer Explosion (Art. 223)",0
"2015","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2015","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",2
"2015","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2015","Verunreinigung von Trinkwasser (Art. 234)",0
"2015","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2015","Fälschung amtlicher Wertzeichen (Art. 245)",0
"2015","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2015","Strafbare Vorbereitungshandlungen (260bis)",0
"2015","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2015","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2015","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2015","Störung des Militärdienstes (Art. 278)",1
"2015","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2015","Wahlfälschung (Art. 282)",0
"2015","Bruch amtlicher Beschlagnahme (Art. 289)",1
"2015","Siegelbruch (Art. 290)",0
"2015","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2015","Falsche Beweisaussage der Partei (Art. 306)",0
"2015","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2015","Befreiung von Gefangenen (Art. 310)",0
"2015","Amtsmissbrauch (Art. 312)",1
"2015","Ungetreue Amtsführung (Art. 314)",0
"2015","Entweichenlassen von Gefangenen (Art. 319)",0
"2015","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2015","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2015","Vorteilsannahme (Art. 322sexies)",0
"2015","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
"2016","Fahrzeugdiebstahl (Art. 139)",755
"2016","Betrug (Art. 146)",163
"2016","Hausfriedensbruch + Diebstahl (Art. 186)",662
"2016","Diebstahl (Art. 139)",358
"2016","Sachbeschädigung + Diebstahl (Art. 144)",627
"2016","Einbruchdiebstahl (Art. 139)",551
"2016","Sachbeschädigung (Art. 144)",381
"2016","Ladendiebstahl (Art. 139)",204
"2016","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",36
"2016","Tätlichkeiten (Art. 126)",205
"2016","Unbefugte Datenbeschaffung (Art. 143)",17
"2016","Diebstahl ab/aus Fahrzeug (Art. 139)",39
"2016","Urkundenfälschung (Art. 251)",32
"2016","Geldwäscherei (Art. 305bis)",5
"2016","Einschleichdiebstahl (Art. 139)",119
"2016","Fahrlässige Körperverletzung (Art. 125)",13
"2016","Hausfriedensbruch (Art. 186)",61
"2016","Einfache Körperverletzung (Art. 123)",55
"2016","Beschimpfung (Art. 177)",62
"2016","Pornografie (Art. 197)",22
"2016","Ungehorsam gegen amtliche Verfügungen (Art. 292)",85
"2016","Unterlassung der Buchführung (Art. 166)",10
"2016","Drohung (Art. 180)",98
"2016","Taschendiebstahl (Art. 139)",105
"2016","Fahrzeugeinbruchdiebstahl (Art. 139)",105
"2016","Erschleichen einer Leistung (Art. 150)",8
"2016","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",39
"2016","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",21
"2016","Veruntreuung (Art. 138)",13
"2016","Unrechtmässige Aneignung (Art. 137)",23
"2016","Fälschung von Ausweisen (Art. 252)",16
"2016","Nötigung (Art. 181)",32
"2016","Misswirtschaft (Art. 165)",2
"2016","Verletzung des Schriftgeheimnisses (Art. 179)",1
"2016","Missbrauch einer Fernmeldeanlage (Art. 179septies)",31
"2016","Sexuelle Belästigungen (Art. 198)",20
"2016","Datenbeschädigung (Art. 144bis)",2
"2016","Erpressung (Art. 156)",6
"2016","Beteiligung Angriff (Art. 134)",18
"2016","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",18
"2016","Sexuelle Handlungen mit Kindern (Art. 187)",11
"2016","Raub (Art. 140)",6
"2016","Hinderung einer Amtshandlung (Art. 286)",23
"2016","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",48
"2016","Ungetreue Geschäftsbesorgung (Art. 158)",11
"2016","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",12
"2016","Sachentziehung (Art. 141)",11
"2016","Verleumdung (Art. 174)",12
"2016","Trickdiebstahl (Art. 139)",22
"2016","Beteiligung Raufhandel (Art. 133)",15
"2016","Üble Nachrede (Art. 173)",21
"2016","Hehlerei (Art. 160)",11
"2016","Erschleichung einer falschen Beurkundung (Art. 253)",4
"2016","Gefährdung des Lebens (Art. 129)",3
"2016","Zechprellerei (Art. 149)",5
"2016","Vergewaltigung (Art. 190)",7
"2016","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",1
"2016","Amtsanmassung (Art. 287)",6
"2016","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",8
"2016","Falsche Anschuldigung (Art. 303)",6
"2016","Arglistige Vermögensschädigung (Art. 151)",0
"2016","Exhibitionismus (Art. 194)",19
"2016","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",4
"2016","Schändung (Art. 191)",3
"2016","Schwere Körperverletzung (Art. 122)",3
"2016","Tötungsdelikte (Art. 111 - 113/116)",2
"2016","Falscher Alarm (Art. 128bis)",2
"2016","Entreissdiebstahl (Art. 139)",3
"2016","Irreführung der Rechtspflege (Art. 304)",8
"2016","Freiheitsberaubung/Entführung (Art. 183)",3
"2016","Brandstiftung (Art. 221)",9
"2016","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",1
"2016","Gläubigerschädigung durch Vermögensminderung (Art. 164)",1
"2016","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2016","Gewaltdarstellungen (Art. 135)",1
"2016","Schreckung der Bevölkerung (Art. 258)",0
"2016","Fahrlässige Gefährdung (Art. 225)",0
"2016","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",0
"2016","Sexuelle Nötigung (Art. 189)",11
"2016","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",1
"2016","Störung des Totenfriedens (Art. 262)",0
"2016","Fahrlässige Tötung (Art. 117)",0
"2016","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",0
"2016","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",3
"2016","In Umlaufsetzen falschen Geldes (Art. 242)",19
"2016","Landfriedensbruch (Art. 260)",0
"2016","Störung des öffentlichen Verkehrs (Art. 237)",0
"2016","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",2
"2016","Störung des Eisenbahnverkehrs (Art. 238)",1
"2016","Urkundenfälschung im Amt (Art. 317)",1
"2016","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",0
"2016","Warenfälschung (Art. 155)",2
"2016","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2016","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",0
"2016","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",1
"2016","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",1
"2016","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",2
"2016","Inzest (Art. 213)",0
"2016","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2016","Geldfälschung (Art. 240)",18
"2016","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",0
"2016","Begünstigung (Art. 305)",1
"2016","Verletzung des Berufsgeheimnisses (Art. 321)",0
"2016","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",1
"2016","Vernachlässigung von Unterhaltspflichten (Art. 217)",1
"2016","Unterlassung der Nothilfe (Art. 128)",1
"2016","Ausnützung der Notlage (Art. 193)",0
"2016","Verweisungsbruch (Art. 291)",0
"2016","Check- + Kreditkartenmissbrauch (Art. 148)",0
"2016","Unterdrückung von Urkunden (Art. 254)",1
"2016","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",0
"2016","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2016","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2016","Aussetzung (Art. 127)",0
"2016","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2016","Wucher (Art. 157)",3
"2016","Missbrauch von Lohnabzügen (Art. 159)",0
"2016","Bevorzugung eines Gläubigers (Art. 167)",1
"2016","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",1
"2016","Erschwerende Umstände (Art. 184)",0
"2016","Geiselnahme (Art. 185)",0
"2016","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2016","Förderung der Prostitution (Art. 195)",0
"2016","Entziehen von Minderjährigen (Art. 220)",1
"2016","Verursachung einer Explosion (Art. 223)",1
"2016","Verursachen Überschwemmung/Einsturz (Art. 227)",1
"2016","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",2
"2016","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2016","Verunreinigung von Trinkwasser (Art. 234)",1
"2016","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2016","Fälschung amtlicher Wertzeichen (Art. 245)",0
"2016","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2016","Strafbare Vorbereitungshandlungen (260bis)",0
"2016","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2016","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2016","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2016","Störung des Militärdienstes (Art. 278)",0
"2016","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2016","Wahlfälschung (Art. 282)",0
"2016","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2016","Siegelbruch (Art. 290)",0
"2016","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2016","Falsche Beweisaussage der Partei (Art. 306)",0
"2016","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2016","Befreiung von Gefangenen (Art. 310)",0
"2016","Amtsmissbrauch (Art. 312)",0
"2016","Ungetreue Amtsführung (Art. 314)",0
"2016","Entweichenlassen von Gefangenen (Art. 319)",0
"2016","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2016","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2016","Vorteilsannahme (Art. 322sexies)",0
"2016","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
"2017","Fahrzeugdiebstahl (Art. 139)",645
"2017","Betrug (Art. 146)",184
"2017","Hausfriedensbruch + Diebstahl (Art. 186)",516
"2017","Diebstahl (Art. 139)",355
"2017","Sachbeschädigung + Diebstahl (Art. 144)",458
"2017","Einbruchdiebstahl (Art. 139)",389
"2017","Sachbeschädigung (Art. 144)",371
"2017","Ladendiebstahl (Art. 139)",242
"2017","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",56
"2017","Tätlichkeiten (Art. 126)",198
"2017","Unbefugte Datenbeschaffung (Art. 143)",22
"2017","Diebstahl ab/aus Fahrzeug (Art. 139)",57
"2017","Urkundenfälschung (Art. 251)",39
"2017","Geldwäscherei (Art. 305bis)",11
"2017","Einschleichdiebstahl (Art. 139)",128
"2017","Fahrlässige Körperverletzung (Art. 125)",11
"2017","Hausfriedensbruch (Art. 186)",111
"2017","Einfache Körperverletzung (Art. 123)",68
"2017","Beschimpfung (Art. 177)",79
"2017","Pornografie (Art. 197)",28
"2017","Ungehorsam gegen amtliche Verfügungen (Art. 292)",54
"2017","Unterlassung der Buchführung (Art. 166)",10
"2017","Drohung (Art. 180)",128
"2017","Taschendiebstahl (Art. 139)",68
"2017","Fahrzeugeinbruchdiebstahl (Art. 139)",84
"2017","Erschleichen einer Leistung (Art. 150)",13
"2017","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",29
"2017","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",26
"2017","Veruntreuung (Art. 138)",15
"2017","Unrechtmässige Aneignung (Art. 137)",28
"2017","Fälschung von Ausweisen (Art. 252)",17
"2017","Nötigung (Art. 181)",39
"2017","Misswirtschaft (Art. 165)",3
"2017","Verletzung des Schriftgeheimnisses (Art. 179)",6
"2017","Missbrauch einer Fernmeldeanlage (Art. 179septies)",12
"2017","Sexuelle Belästigungen (Art. 198)",29
"2017","Datenbeschädigung (Art. 144bis)",4
"2017","Erpressung (Art. 156)",8
"2017","Beteiligung Angriff (Art. 134)",9
"2017","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",7
"2017","Sexuelle Handlungen mit Kindern (Art. 187)",11
"2017","Raub (Art. 140)",16
"2017","Hinderung einer Amtshandlung (Art. 286)",28
"2017","Ungehorsam des Schuldners im Betreibungs- + Konkursverfahren (Art. 323)",10
"2017","Ungetreue Geschäftsbesorgung (Art. 158)",6
"2017","Fahrlässige Verursachung einer Feuersbrunst (Art. 222)",10
"2017","Sachentziehung (Art. 141)",13
"2017","Verleumdung (Art. 174)",14
"2017","Trickdiebstahl (Art. 139)",27
"2017","Beteiligung Raufhandel (Art. 133)",15
"2017","Üble Nachrede (Art. 173)",15
"2017","Hehlerei (Art. 160)",8
"2017","Erschleichung einer falschen Beurkundung (Art. 253)",3
"2017","Gefährdung des Lebens (Art. 129)",6
"2017","Zechprellerei (Art. 149)",4
"2017","Vergewaltigung (Art. 190)",4
"2017","Unwahre Angaben gegenüber Handelsregisterbehörden (Art. 153)",1
"2017","Amtsanmassung (Art. 287)",1
"2017","Unbefugtes Eindringen in ein Datenverarbeitungssystem (Art. 143bis)",6
"2017","Falsche Anschuldigung (Art. 303)",7
"2017","Arglistige Vermögensschädigung (Art. 151)",1
"2017","Exhibitionismus (Art. 194)",14
"2017","Verfügung über mit Beschlag belegte Vermögenswerte (Art. 169)",0
"2017","Schändung (Art. 191)",0
"2017","Schwere Körperverletzung (Art. 122)",9
"2017","Tötungsdelikte (Art. 111 - 113/116)",3
"2017","Falscher Alarm (Art. 128bis)",0
"2017","Entreissdiebstahl (Art. 139)",2
"2017","Irreführung der Rechtspflege (Art. 304)",6
"2017","Freiheitsberaubung/Entführung (Art. 183)",1
"2017","Brandstiftung (Art. 221)",1
"2017","Betrügerischer Konkurs oder Pfändungsbetrug (Art. 163)",7
"2017","Gläubigerschädigung durch Vermögensminderung (Art. 164)",3
"2017","Störung der Glaubens- + Kultusfreiheit (Art. 261)",0
"2017","Gewaltdarstellungen (Art. 135)",2
"2017","Schreckung der Bevölkerung (Art. 258)",2
"2017","Fahrlässige Gefährdung (Art. 225)",2
"2017","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",0
"2017","Sexuelle Nötigung (Art. 189)",2
"2017","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",0
"2017","Störung des Totenfriedens (Art. 262)",0
"2017","Fahrlässige Tötung (Art. 117)",3
"2017","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",0
"2017","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",6
"2017","In Umlaufsetzen falschen Geldes (Art. 242)",16
"2017","Landfriedensbruch (Art. 260)",0
"2017","Störung des öffentlichen Verkehrs (Art. 237)",1
"2017","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",2
"2017","Störung des Eisenbahnverkehrs (Art. 238)",0
"2017","Urkundenfälschung im Amt (Art. 317)",0
"2017","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",0
"2017","Warenfälschung (Art. 155)",1
"2017","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",0
"2017","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",1
"2017","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",1
"2017","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",1
"2017","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",0
"2017","Inzest (Art. 213)",0
"2017","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",0
"2017","Geldfälschung (Art. 240)",6
"2017","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",1
"2017","Begünstigung (Art. 305)",1
"2017","Verletzung des Berufsgeheimnisses (Art. 321)",0
"2017","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",0
"2017","Vernachlässigung von Unterhaltspflichten (Art. 217)",2
"2017","Unterlassung der Nothilfe (Art. 128)",0
"2017","Ausnützung der Notlage (Art. 193)",0
"2017","Verweisungsbruch (Art. 291)",0
"2017","Check- + Kreditkartenmissbrauch (Art. 148)",1
"2017","Unterdrückung von Urkunden (Art. 254)",0
"2017","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",0
"2017","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2017","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2017","Aussetzung (Art. 127)",0
"2017","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2017","Wucher (Art. 157)",0
"2017","Missbrauch von Lohnabzügen (Art. 159)",2
"2017","Bevorzugung eines Gläubigers (Art. 167)",2
"2017","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",3
"2017","Erschwerende Umstände (Art. 184)",0
"2017","Geiselnahme (Art. 185)",0
"2017","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2017","Förderung der Prostitution (Art. 195)",0
"2017","Entziehen von Minderjährigen (Art. 220)",0
"2017","Verursachung einer Explosion (Art. 223)",0
"2017","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2017","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",0
"2017","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2017","Verunreinigung von Trinkwasser (Art. 234)",0
"2017","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2017","Fälschung amtlicher Wertzeichen (Art. 245)",0
"2017","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2017","Strafbare Vorbereitungshandlungen (260bis)",2
"2017","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2017","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2017","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2017","Störung des Militärdienstes (Art. 278)",0
"2017","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2017","Wahlfälschung (Art. 282)",0
"2017","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2017","Siegelbruch (Art. 290)",0
"2017","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2017","Falsche Beweisaussage der Partei (Art. 306)",0
"2017","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2017","Befreiung von Gefangenen (Art. 310)",0
"2017","Amtsmissbrauch (Art. 312)",0
"2017","Ungetreue Amtsführung (Art. 314)",0
"2017","Entweichenlassen von Gefangenen (Art. 319)",0
"2017","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2017","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2017","Vorteilsannahme (Art. 322sexies)",0
"2017","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
"2018","Fahrzeugdiebstahl (Art. 139)",551
"2018","Betrug (Art. 146)",195
"2018","Hausfriedensbruch + Diebstahl (Art. 186)",452
"2018","Diebstahl (Art. 139)",369
"2018","Sachbeschädigung + Diebstahl (Art. 144)",307
"2018","Einbruchdiebstahl (Art. 139)",303
"2018","Sachbeschädigung (Art. 144)",312
"2018","Ladendiebstahl (Art. 139)",215
"2018","Betrügerischer Missbrauch einer Datenverarbeitungsanlage (Art. 147)",71
"2018","Tätlichkeiten (Art. 126)",178
"2018","Unbefugte Datenbeschaffung (Art. 143)",18
"2018","Diebstahl ab/aus Fahrzeug (Art. 139)",47
"2018","Urkundenfälschung (Art. 251)",54
"2018","Geldwäscherei (Art. 305bis)",11
"2018","Einschleichdiebstahl (Art. 139)",124
"2018","Fahrlässige Körperverletzung (Art. 125)",11
"2018","Hausfriedensbruch (Art. 186)",104
"2018","Einfache Körperverletzung (Art. 123)",68
"2018","Beschimpfung (Art. 177)",78
"2018","Pornografie (Art. 197)",16
"2018","Ungehorsam gegen amtliche Verfügungen (Art. 292)",48
"2018","Unterlassung der Buchführung (Art. 166)",13
"2018","Drohung (Art. 180)",101
"2018","Taschendiebstahl (Art. 139)",65
"2018","Fahrzeugeinbruchdiebstahl (Art. 139)",21
"2018","Erschleichen einer Leistung (Art. 150)",11
"2018","Gewalt + Drohung gegen Behörden + Beamte (Art. 285)",38
"2018","Ordnungswidrige Führung der Geschäftsbücher (Art. 325)",45
"2018","Veruntreuung (Art. 138)",19
"2018","Unrechtmässige Aneignung (Art. 137)",15
"2018","Fälschung von Ausweisen (Art. 252)",15
"2018","Nötigung (Art. 181)",24
"2018","Misswirtschaft (Art. 165)",4
"2018","Verletzung des Schriftgeheimnisses (Art. 179)",9
"2018","Missbrauch einer Fernmeldeanlage (Art. 179septies)",30
"2018","Sexuelle Belästigungen (Art. 198)",29
"2018","Datenbeschädigung (Art. 144bis)",2
"2018","Erpressung (Art. 156)",11
"2018","Beteiligung Angriff (Art. 134)",23
"2018","Verletzung des Geheim- oder Privatbereichs durch Aufnahmegeräte (Art. 179quater)",11
"2018","Sexuelle Handlungen mit Kindern (Art. 187)",21
"2018","Raub (Art. 140)",9
"2018","Hinderung einer Amtshandlung (Art. 286)",17
